year,month,day,country,state,city,hour,minute,operator,flight,actype,registration,cn_ln,ground,summary,route,totalAboard,passengerAboard,crewAboard,totalFatality,passengerFatality,crewFatality
1949,5,4,Italy,?,Superga,17,4,Avio Linee Italiane,?,FIAT G-212CP,I-ELCE,5,0,"The aircraft was returning on a flight from Lisboa to Milan with the Torino Soccer Team when the crew decided to land directly at Turin, homebase to the team. In low visibility, rain and thunderstorms, the left wing of the plane struck a wall surrounding the sanctuary of Superga, a mountain near Turin. The aircraft then pivoted, and disintegrated next to the sanctuary killing all aboard.  Error in navigation and poor visiblity.","Barcelona,Torino",31,27,4,31,27,4
1949,5,4,United Kingdom,Dorset,Portland,12,10,Bristop Aeroplane Company,?,Bristol 170 Freighter 31 Mark II,G-AIFF,?,0,Crashed in the English Channel. Cause unknown.,,7,0,7,7,0,7
1949,5,7,Philippines,?,?,16,0,Philippine Air Lines,?,Douglas DC-3,PI-C-98,16743/33491,0,"The plane was on a flight from Daet, Camarines to Manila when it crashed after experiencing a violent explosion in the tail of the aircraft. Two ex-convicts confessed to planting a time bomb aboard the flight in order to kill the husband of a woman involved with another man.","Daet,Manila",13,10,3,13,10,3
1949,5,13,Russia,?,Novosibirsk,14,10,Aeroflot,?,Ilyushin IL-12,L1791,93013208,0,Crashed after penetrating a thunderstorm.,"Novosibirsk,Moscow",25,20,5,25,20,5
1949,6,6,Greece,Attica,Malahasa,19,0,Tech - Aeronautical Explotiation,?,Douglas DC-3,SX-BAI,12162,0,Crashed into a mountainside 30 miles northeast of Athens. Structural failure while flying through an area of thunderstorm activity.,"Kavallo,Athens",22,18,4,22,18,4
1949,6,7,Brazil,Santa Catarina,Florianopolis,14,0,Military - Brazilian Air Force,?,Douglas C-47B,C-47-2023,?,0,The aircraft crashed into a mountain shortly after taking off from Florianpolis.,"Florianpolis,Porto Alegre",27,21,6,27,21,6
1949,6,7,Puerto Rico,?,San Juan,0,25,Strato Freight,?,Curtiss C-46D-5-CU,N92857,30506,0,"The aircraft crashed into the Atlantic Ocean during takeoff after a loss of the No. 2 engine. The loss of power in the right engine before the aircraft could attain the optimum single engine climb speed, which together with being overloaded resulted in the aircraft losing altitude and ditching into the ocean. Incorrect spark plugs installed on the No. 2 engine.","San Juan,Miami",81,75,6,53,52,1
1949,6,23,Italy,?,Bari,10,55,KLM Royal Dutch Airlines,?,Lockheed 749-79-33 Constellation,PH-TER,2541,0,Crashed into Bari Harbor while en route from Cairo via Athens to Rome. Witnesses observed smoke from an engine followed by smoke from the other engines and fuselage prior to the crash. The plane broke-up in flight.,"Batavia,Amsterdam",33,23,10,33,23,10
1949,7,2,Australia,?,Guildford,2,15,Mac Roberston-Miller Airlines,?,Douglas C-47A-20-DL,VH-MME,9350,0,The plane rose to 600 ft. then nosed down and crashed into a housing camp south of Guildford shortly after taking off. Caused by a stall attributed to improper loading of the DC-3 which resuled in its center of gravity being beyond the permissible limit.,"Guildford,Darwin",18,14,4,18,14,4
1949,7,12,United States of America,California,Chatsworth,7,43,Standard Airlines,897R,Curtiss C-46E-1-CS,N79978,2936,0,The plane was flying in level flight with the gear down. The right wing tip brushed the side of a hill pulling the plane around 90 degrees. It hit the ground and bounced 300 feet into the air and crashed. Pilot's action in descending below the prescribed minimum altitude while executing an ILS approach.,"Albuquerque,Burbank",48,44,4,35,32,3
1949,7,12,India,Maharashtra,Bombay,3,50,KLM Royal Dutch Airlines,?,Lockheed L-749-79-33 Constellation,PH-TDF,2558,0,"While circling in a blinding monsoon rainstorm, the aircraft crashed into 674 ft. high Ghatkopar hill, 3 miles ENE of the airport. Crew error. Pilots decision to land in weather below prescribed minimums in an area he was not familiar with.","Delhi,Bombay",45,34,11,45,34,11
1949,7,13,India,Gujarat,Jamnagar,0,0,Indian Air Force,?,Hawker Hunter,?,?,14,"Crashed into a garage near Jamnagar railway station while on a training flight. Apart from the pilot, at least 14 on the ground were killed and about 60 were injured.",,0,1,1,0,1,1
1949,7,19,United States of America,Washington,Seattle,21,1,Air Transport Associates,?,Curtiss C-46F-1-CU,N5075N,22463,4,A power failure occurred in the No. 1 engine on takeoff and the pilot cut power to both engines and discontinued takeoff.  He then apparently changed his mind and applied power. The left engine continued to malfunction and the aircraft collided with power lines and crashed into houses. Use of improper fuel necessitated operating the aircraft's engines in excess of  operating limits resulting in engine failure. Decision to takeoff after the failure of the left engine.,"Seattle,Chicago",32,28,4,2,2,0
1949,7,21,Russia,?,Marga,11,35,Aeroflot,5,Ilyushin IL-12,L1714,83012811,0,The plane crashed after the left engine caught fire.,"Krasnoyarsk,Irkutsk",14,8,6,13,8,5
1949,7,30,United States of America,New Jersey,Chesterfield,10,45,Eastern Air Lines / Military - USN,557,Douglas DC-3 -201D/ F-6-F- 5 Hellcat,N19963/BU72887,2260 /,0,"Midair collision with a US Navy F-6F.  The F-6F was buzzing a small private aircraft which was cruising below the DC-3. The F-6F had pulled up into a climbing turn and collided with the DC-3. All fifteen killed on the DC-3, and one on the F-6F. Reckless conduct of the Navy pilot in performing aerobatic maneuvers on a civil airway.","New York City,Wilmington",16,12,4,16,12,4
1949,8,2,Brazil,Rio Grande do Sul,Jaquirana,11,30,Varig,?,Curtiss C-46D-10-CU,PP-VBI,33100,0,"Twenty minutes before arriving a Porto Alegre, a fire was discovered in cargo hold ""G.""  The pilot executed an emergency descent while the crew tried to extinguish the flames to no avail. As the plane attempted to land, the panicking passengers rushed to the front of the plane to escape the flames causing the center of gravity to change, resulting in a hard landing. The cause of the fire in the hold ""G"" was not determined.","Sao Paulo,Porto Alegre",36,30,6,5,4,1
1949,8,3,Brazil,?,Sao Francisco Bay,0,0,Lineas A梨_eas Brasil,?,Douglas DC-3,PP-AJB,9971,0,Both the No. 1 and No. 2 propellers detached in flight which led to the crew ditching the plane close to shore.,,30,0,0,5,0,0
1949,8,6,Ecuador,?,Salasaca,0,0,Shell Co of Ecuador,?,Bristol 170 Freighter 21,HC-SBU,12739,0,The aircraft was part of relief efforts of the Ecuador earthquake.,"Mers Nueva,Ambato",34,31,3,34,31,3
1949,8,9,Oman,?,Salalah,0,0,Military - Royal Air Force,?,Douglas C-47B,KN336,15901/32649,0,Crashed short of the runway.,,12,0,0,12,0,0
1949,8,13,Colombia,?,Bogota,13,30,SAETA,?,Douglas C-47,HK-1200,?,0,Crashed in the Andes mountains while  en route.,"Bogota,Ibague",32,29,3,32,29,3
1949,8,15,Ireland,?,?,3,40,Transocean Air Lines,?,Douglas DC-3 (C-54A-DO),N79989,3076,0,"Fuel exhaustion forced the plane to ditch in the Atlantic Ocean, 15 km off the coast of Ireland. The plane stayed afloat for 15 minutes but 8 occupants died due to exposure or drowning. Failure of the captain to properly supervise the crew while en route.","Rome,Shannon",58,49,9,8,7,1
1949,8,19,United Kingdom,?,Oldham,13,2,British European Airways,?,Douglas DC-3,G-AHCY,12355,0,"Crashed into Wimberry Rocks, Dovestones, Greenfield, near Oldham at 1,700 feet, 15 nm short of its destination.  Navigational error and improper approach procedure. Failure to check the position of the aircraft accurately before descent from a safe altitude.","Belfast,Manchester",32,29,3,24,21,3
1949,8,21,Canada,Manitoba,?,23,30,Military - Royal Canadian Air Force,?,Consolidated Canso (amphibian),11057,?,0,Crashed and burned in a wooded area after entering an area of thunderstorms.,"Churchhill,Winnipeg",21,14,7,21,14,7
1949,9,9,Canada,PQ,Sault-aux-Cochons,10,45,Canadian Pacific Air Lines,?,Douglas DC-3,CF-CUA,4518,0,"The aircraft disintegrated in flight 40 miles outside of Quebec.  Detonation of a dynamite bomb in the forward baggage compartment. Planted by Albert Guay, a jeweler, in a plot to kill his wife who was a passenger on the plane. Guay, who assembled the bomb, had his accomplice, Marguerite Pitre, air express the bomb on the aircraft. Ms. Pitre's brother, a clockmaker, helped make the timing mechanism. The insurance policy was for $15,000.  All three were hanged for their crimes.","Montreal,Comeau Bay",23,19,4,23,19,4
1949,9,26,Mexico,?,?,13,30,Mexicana,?,Douglas DC-3,XA-DUH,11725,0,"Crashed into a 15,000 ft. snow covered volcano, Mt. Popocatepetl. Flying VFR in IFR conditions.","Tapacula,Mexico City",24,21,3,24,21,3
1949,9,27,Argentina,?,Castilla,0,0,Flota A梨_ea Mercante Argentina,?,Douglas C-54A-1-DO,LV-ABI,7445,0,Crashed after an in-flight fire. The plane tried to make a forced landing but crashed before reaching the air strip. Returning from a mercy mission in Ecuador for earthquake relief.,,27,20,7,5,2,3
1949,10,9,United States of America,Wyoming,Cheyenne,0,0,Slick Airways,11 8,Curtiss C-46E-1-CS,N59485,2939,0,"Diverted to Cheyenne, while on approach, the aircraft crashed 2.5 miles short of the runway after encountering severe turbulence and icing. Loss of control of the aircraft during an instrument approach to Cheyenne, under conditions of heavy icing and severe turbulence.","Las Vegas,Denver",4,2,2,4,2,2
1949,10,28,Portugal,Azores,?,2,50,Air France,?,Lockheed 749-79-33 Constellation,F-BAZN,2546,0,"While attempting for the third time to land at Santa Maria, the aircraft, flew into Redondo Mountain at 2,950 ft. on San Miguel Island. Crew error. Failure to carry out either of the two approach procedures adopted for Santa Maria airport. False position report give by crew. Inadequate navigation.  Failure to identify Santa Maria airport when flying in VFR conditions. French middleweight boxing champion Marcel Cerdan, 33, and French violinist, Ginette Neveu killed.","Paris,Santa Maria,New York City",48,37,11,48,37,11
1949,11,1,United States of America,Virginia,Arlington,11,45,Eastern Air Lines / Military - Bolivian Air Force,537,Douglas C-54B / P-38,N88727/NX26927,18365 /,0,"Midair collision. The P-38 hit the airliner from above. Both planes crashed into the Potomac River. The pilot of the P-38 survived and was accused of causing the accident by executing  a straight in approach without proper clearance. He was later tried and cleared of the charges. ATC error.  George Bates, U.S. Representative from Massachusetts and Michael Kennedy, U.S. Representative from New York killed. Helen Hokinson, 56, cartoonist for the New Yorker magazine, also among the dead.","Boston,Washington D.C.,New Orleans",55,51,4,55,51,4
1949,11,4,United States of America,Ohio,Akron,21,34,Harrington's Inc,?,Douglas DC-3,NC29086,4304,0,The cargo plane collided with trees short of the runway while attempting to land. The improper execution of an instrument approach which resulted in the aircraft being flown to the right of the proper approach path at an altitude too low to clear the terrain.,"Philadelphia,Cleveland",3,0,3,3,0,3
1949,11,16,India,West Bengal,Calcutta,0,0,Royal Indian Air Force,?,Tempest,?,?,14,A group of 6 Tempest fighters of the RIAF were flying over Calcutta city. While swerving to avoid a flock of vultures one plane crashed into another. Both planes crashed into the city causing damage to buildings as well as deaths to many civilians. One pilot was killed and the other bailed out. At least 14 were killed on the ground and at least 20 injured.,,2,0,2,1,0,1
1949,11,20,Norway,?,Oslo,16,56,Aero Holland,?,Douglas C-47A,PH-TFA,13462,0,Crashed into a hill during the approach. Pilot continued VFR in IFR condtions.,"Brussels,Oslo",35,31,4,34,30,4
1949,11,26,Colombia,Santander,Bucaramanga,12,0,LANSA,?,Douglas DC-3,HK-305,?,0,Struck a mountain shortly after taking off.,"Bucaramanga,Cucuta",12,9,3,12,9,3
1949,11,29,United States of America,Texas,Dallas,5,49,American Airlines,157,Douglas DC-6,N90728,42895/58,0,"During a pull-up for a go-around, after attemping a landing approach with the No. 1 engine feathered,  the No. 4 engine lost power then came on with a surge. The flight engineer feathered the No. 4 engine without instructions from the captain. The aircraft stalled, then collided with wires and a building.  Crew's improper handling of the aircraft after an engine failed.","New York City,Mexico City",46,41,5,28,26,2
1949,11,29,France,?,Chaleyssin,16,45,Air France,?,Douglas DC-4,F-BELO,10391,0,Crashed while on approach to Lyons.,"Paris,Lyons,Tunis",38,33,5,5,1,4
1949,12,1,Brazil,?,Taquaracucu,19,0,REAL,?,Douglas DC-3 (C-47-DL),PP-YPM,4241,0,Crashed into a mountainside while circling to land. Crew error. Lack of flight discipline.  Poor decision by Chief of Operations in allowing the aircraft to continue flight in poor weather conditions.,"Sao Palo, Brazil,Jacarezinho, Panama",22,18,4,20,16,4
1949,12,7,United States of America,California,Vallejo,17,15,Arrow Airlines,?,Douglas DC-3,NC60256,9201,0,"Struck a 1,200 ft. hill obscured by clouds, during a rainstorm, 6 miles east of Vallejo, California. The pilot failed to fly at the assigned altitude of 4,000 feet on his flight plan.","Burbank,Oakland,Sacramento",9,6,3,9,6,3
1949,12,9,China,Gansu,Lanzhou,0,0,Civil Air Transport,?,Curtiss C-46D-CU,XT-820,22354,0,Crashed while en route.,,38,36,2,38,36,2
1949,12,10,China,?,Hoikow,0,0,Civil Air Transport,?,Curtiss C-46D-CU,XT-814,22347,0,"Crashed on the outskirts of Hoikow, Hainan Island.","Chengdu,Hoikow",40,0,0,17,0,0
1949,12,12,United States of America,?,Washington,20,45,Capital Airlines,500,Douglas DC-3-313A,NC-25691,2556,0,"The aircraft crashed 1,875 feet, short of the runway threshold, into the Potomac River while approaching Washington National Airport. Immediately before the accident and during the execution of an instrument approach, the aircraft was stalled at too low an altitude to effect recovery.","New Port News,Washington D.C.",23,20,3,6,4,2
1949,12,12,Pakistan,?,Jungshahi,21,51,Pakair,?,Douglas DC-3,AP-ADI,4841,0,Hit a mountain and burned 30 miles north of  Karachi airport. Navigational error.,,26,22,4,26,22,4
1949,12,16,Mexico,Veracruz,Orizaba,6,0,Mexicana,?,Douglas DC-3,XA-DUK,11721,0,Crashed into a mountain while en route.,"Mexico City,Merida",17,13,4,17,13,4
1949,12,18,France,?,Aulnay-sous-Bois,20,30,Sabena,?,Douglas C-47A-60-DL,OO-AUQ,10241,0,Crashed after the wing failed during takeoff.,,8,4,4,8,4,4
1949,12,30,Pakistan,?,Comilla,0,0,Bharat Airways,?,Douglas C-54A-DO,VT-CYK,3089,0,Crashed and burned after attempting an emergency landing.,"Agartala,Calcutta",7,6,1,7,6,1
1950,1,5,Russia,Sverdlovsk,?,0,0,Military - Soviet Air Force,?,Lisunov Li-2,?,?,0,"During the approach to Koltsovo Airport in Sverdlovsk, Russia, the aircraft crashed in extremely adverse weather conditions involving a heavy snowstorm with strong winds. All 19 of those on board were killed, including almost the entire national ice hockey team of the Soviet Air Force. The team was heading to a match against the Dynamo Moscow hockey club.",,19,0,0,19,0,0
1950,1,18,Spain,?,Albacete,0,0,Ejercito del Aire,?,Casa 352,T-2-143,34,0,"After the aircraft started the descent to Albacete, plane hit the slope of a mountain 6 km northeast of Tobarra.","Murcia,San Javier,Albacete",16,13,3,16,13,3
1950,1,20,Bolivia,?,Vacas,12,0,Military - Bolivian Air Force,?,Douglas C-47,TAM-10,?,1,Crashed while en route in the Andes mountains after encountering a thunderstorm.,"Valle grande,Cochabamba",32,28,4,32,28,4
